Name,Rating,Review,Comment
Kapil Patel,1,Worst experience ever!,After some months it's not working properly in starting sound is good but now it is not good for listen so don't west your money
Flipkart Customer,1,Did not meet expectations,"Very bad ,my one Mike is not working,,, it's very bad"
Shivaji Customer,2,Expected a better product,1 left side bud cannot be charged
Raja Mishra,5,Perfect product!,The product is very good with deep bass and crystal clear sound.. superb product
Flipkart Customer,1,Absolute rubbish!,Not working  properlyOne bird is working one bird is not working
chinmoy saha,3,Decent product,At the time calling it's not good...otherwise its good...but its quality not good enogh as its now 11months of buy but one airbuds is not working
vamsi rockstar,4,Nice product,Good product
Nitesh kumar Kumar,4,Value-for-money,Good
Priti  Singh,5,Just wow!,Awesome product bass is really awesome please go for it I am using for last 2 days
devendra kumar,1,Useless product,Very bad
Flipkart Customer,1,Don't waste your money,Very bad
Flipkart Customer,1,Did not meet expectations,Verry low quality
Flipkart Customer,1,Waste of money!,Don’t buy makes unnecessary sound your device is now connected
Flipkart Customer,5,Just wow!,These are value for money ...good quality
Shaheen AbdulGani,5,Brilliant,Worth for Money
Flipkart Customer,4,Delightful,Best
Seraj Shaikh,4,Awesome,Sound quality good ..and average..
Kapil Rawat,5,Brilliant,Amazing price nd best quality  nd comfortable😎😎😍😍😘😘😘😘 sound Bass super
Vivek Yada,5,Simply awesome,Boult audio air bards best product
Azahar Khan,5,Best in the market!,Very good product ☺️
B.S KODASE ,5,Super!,Nice burds
Aruna Perisetti,5,Wonderful,Good
Vishnu Prasad,4,Nice product,Ok
Sachin trembak  Punvatkar,2,Could be way better,Bad sound
Flipkart Customer,5,Wonderful,Amazing sound
Kisan Rithadiya,1,Did not meet expectations,Sounds like it
Rahul  Meena,2,Not good,good product Not good for calling
Bathala Sushanth,3,Does the job,"I hope to usefull this review. I'm using this product from last 4 months ,, product is just good and its battery back is coming down from day by day uses  , some times it is not connecting to phone calls that is too difficult to use"
Kantekar Bhanuprasad,5,Mind-blowing purchase,Good
Flipkart Customer,5,Excellent,Excellent product
Flipkart Customer,1,Absolute rubbish!,Battery back up so poor
Chandra pratap Singh,1,Utterly Disappointed,Very bad product irritating sound
Flipkart Customer,1,Unsatisfactory,Facing connection problem within two weeks of purchase
Naveen  Kumar ,5,Brilliant,Best quality
Abhishek Kumar,5,Mind-blowing purchase,Good
Dipak Das,4,Delightful,Light weight xpods sound quality is very good bass are osome
Bhanu Singh,1,Hated it!,Battery backup not good
Flipkart Customer,5,Simply awesome,Awesome very long battery
Kaleem Ul rahman,5,Highly recommended,"Awesome sound quality, touch sensors are showing some delay otherwise 10/10.Perfecto value for money. Just go for it."
Deepak. Swain,5,Best in the market!,😍Thank you Flipkart 🥰😍
Irfan Habib,1,Absolute rubbish!,Worst products don't buy after 3month Airpods not working properly... And warranty service is Very very poor 🤬🤬
Raju  Rabidas,5,Awesome,"superb,love it!"
Shoumen  Jana,5,Just wow!,Very good quality products. Bass quality best .
Ayush,1,Not recommended at all,Very bad west of money
Mohammed Irshan,4,Value-for-money,"First of all it's having very cool design,nice product and bass is also very good.Battery backup is also good.Value for money."
Flipkart Customer,5,Great product,Next level 😊
Akhilesh Kumar,3,Decent product,It's touch sensor not goodAfter regular use 1-2hour ear pains start
Kaviyarasu  K,1,Waste of money!,Worst product
Ankita Busa,2,Bad quality,Touch didn't work properly.
chandrahas  raju,1,Worthless,Waste don't buy this earbuds Waste of money
Flipkart Customer,3,Good,touch panel not work properly
Hemanth Reddy,4,Good choice,Buy 799 worth of money.. cost is good use first time some pain ear but after use some time no pain .. good but not bad
Abhijit Sinha,2,Expected a better product,Not ok
Ajhar Ahmad,5,Simply awesome,Super ❤️
Flipkart Customer,3,Does the job,Good
Satyendra  Kumar,5,Excellent,People who are thinking to take TWS bluetooth earbuds just go for boult audio airbass xpods.Honestly i can say this product has awesome sound quality.So don't hesitate to buy just go for it and i am 100% sure you will not disappointed.😊😊
Flipkart Customer,1,Horrible,Not good
Ahir  Roy,1,Utterly Disappointed,Bolt audio
Vishal  Dhavan,1,Don't waste your money,In just 2 months it's not working
Sai Krishna,4,Really Nice,Best budget airpods its a better quality airpods
Fareed Alvi,5,Great product,"Best Buttery pickup, and very usefull for Bike  Driving time any call u pick without Stop your Bike and change the Song Very usefull .........❤️❤️❤️ 72Hrs Buttery pick up for this Expods"
Dharmendra Kumar,4,Worth the money,Quality is too good Working experience awesome
Abhay Sah,4,Worth the money,U can go for it product is awesome and sound quality is also better
Jay Patel,3,Fair,Body scratches
Siva Siva,5,Perfect product!,Love you airbuds
Arjun  Mahale ,1,Horrible,Bakwash quality
Flipkart Customer,1,Unsatisfactory,Always It will make sound like keeech keeeech
Sachinder Singh,2,Could be way better,Waste of money
Flipkart Customer,1,Worthless,Left ear pod stopped working after 1 week
Arshad Panhalkar,1,Did not meet expectations,Don't buy this product sound is good but when you call someone they are not able to hear you and you have to speak louder
Vikash Varma,4,Value-for-money,Descent products
Arjun,2,Slightly disappointed,Reviewing after 5 months use..Not much sound..Always disconnecting..Not good for calling..Totally not impressed with this product🙏🏼
Biswajit Dhal,1,Don't waste your money,"The call receiver is unable to hear you properly, even after replaced same issue found. Seems problem is on this particular model."
KANKAN DEKA,1,Very poor,Very very poor quality...don't busy this product..low battary backup..sound quality very poor..wast of money
Bikash Sahu,5,Terrific purchase,Best
ROHIT SINGH,3,Good,Not a good
Devineni  Tejz,1,Worst experience ever!,Getting ear pain
Flipkart Customer,5,Just wow!,Awesome sound experience
Alok  yadav,1,Absolute rubbish!,Battery backup is very bad 😞
Ashish Kumar,5,Worth every penny,Best product from Boat TWSAwesome for me
Deepak  Gupta ,4,Wonderful,Wonderfull prodect
Flipkart Customer,5,Simply awesome,Very nice 👍😍👍😍
Suraj Gupta,5,Worth every penny,Superb quality 👍
Tausif ahmed a Kundagol,1,Unsatisfactory,Waste product...battery backup is very low
Flipkart Customer,1,Very poor,It is very worst product
Flipkart Customer,1,Hated it!,Very bad quality
Shubham Kanaujia,5,Best in the market!,Satisfied 😌
Flipkart Customer,1,Did not meet expectations,Ear so much pain don't buy this model ear buds any company
Om Parkash Tiwari,1,Utterly Disappointed,Only 3 hours battery 🔋 is working
Md shahbaz Alam,3,Fair,Connectivity is very bad....sometimes its auto discharge very fast...battery backup is last long 7 to 8 hour . Not satisfied...
Deepak Shakya,4,Pretty good,Product is always good but Now Delhivery Courier partner is very Bad !
AJITH  KT,1,Did not meet expectations,Battery very poor. Don't purchase it
Anshul Gupta ,4,Good quality product,it is good product  and sound quality  is good value of money .
Vishesh Gautam,5,Terrific purchase,Good prody same as shown
OMV Satarkar,5,Great product,"Great Product! Especially the Bass is So great that can equivalent to the Headphone. The structure is also perfect, overall the product is worth of amount!"
Flipkart Customer,5,Best in the market!,"Looking awesome, bass 🔊 very nice, cost reasonable, always good, thank you boult"
Flipkart Customer,4,Value-for-money,Fully satisfied
Flipkart Customer,5,Great product,Nice sound quality 🙂    I like it
Flipkart Customer,5,Great product,I like bass in this TWS volume also to good.....worth paaa...vagalam kandipa
Ali Khan,5,Classy product,Nice product nice base
Flipkart Customer,4,Nice product,Nice
K. Vijay manohar Manohar,5,Great product,Exllent
Shivam Mishra,1,Useless product,Battery life is very low
Sumit  Kumar ,5,Terrific,The quality can be improved a bit apart that it's 100% value for money do not think #just go for itBest product as the price range in perfectly defined with the product performance
ARUL PRAKASH,2,Slightly disappointed,Don't go with blutooth earphones like this. Because it is easily getting damaged
Flipkart Customer,1,Unsatisfactory,Product is soo bad battery backup is not good ihate it
Bambam Kumar,5,Super!,Super product
Kishor  Kishu ,3,Nice,"After 6 months of use, now it gives 2 to 2.5 hours of battery backup in full charge"
Mohan Magar,5,Just wow!,Good product 👍👍👍👍
Ravikiran Kandukuri,5,Must buy!,Nice one
Mumtaj Khan,5,Excellent,Fantastic 😊😊
Sumit Jana,4,Nice product,Good sound quality
Arun Nelsan,4,Good choice,Nice product and good delivery boy
Minshu Kumar,4,Pretty good,Very nice product and sound is really best in the world
Flipkart Customer,1,Horrible,Battery backup is very bad and sound quality like bass is poor.Pleas do not purchase
Umesh Shettigar,5,Fabulous!,Good product 👌
Flipkart Customer,2,Bad quality,Very poor quality
Priyanka Deepak,2,Expected a better product,I am very disappointed about this product..sound quality is good..bas is good looking wise good..backup is also good..but some time after used connection issu and some time auto discounted..my experience is very bad when I was purchased after used 1month one right side ear drops not connected no any function..only left side ear drops working..I don't know how to make it..no service centre near me..
Shubham Roy,1,Horrible,Very poor
